TF_ID	Gene_ID	Family
Glyma.03G258800.1.p	Glyma.03G258800	Dof
Glyma.03G258800.2.p	Glyma.03G258800	Dof
Glyma.03G258800.3.p	Glyma.03G258800	Dof
Glyma.04G000600.1.p	Glyma.04G000600	Nin-like
Glyma.04G000600.2.p	Glyma.04G000600	Nin-like
Glyma.04G008900.1.p	Glyma.04G008900	GATA
Glyma.04G008900.2.p	Glyma.04G008900	GATA
Glyma.04G009300.1.p	Glyma.04G009300	SRS
Glyma.04G009300.2.p	Glyma.04G009300	SRS
Glyma.04G010300.1.p	Glyma.04G010300	bZIP
Glyma.04G012500.1.p	Glyma.04G012500	bHLH
Glyma.04G012500.2.p	Glyma.04G012500	bHLH
Glyma.04G012500.3.p	Glyma.04G012500	bHLH
Glyma.04G014900.1.p	Glyma.04G014900	NAC
Glyma.04G017400.1.p	Glyma.04G017400	Nin-like
Glyma.04G017400.2.p	Glyma.04G017400	Nin-like
Glyma.04G017400.3.p	Glyma.04G017400	Nin-like
Glyma.04G017400.4.p	Glyma.04G017400	Nin-like
Glyma.04G017400.5.p	Glyma.04G017400	Nin-like
Glyma.04G017400.6.p	Glyma.04G017400	Nin-like
Glyma.04G017400.7.p	Glyma.04G017400	Nin-like
Glyma.04G017400.8.p	Glyma.04G017400	Nin-like
Glyma.04G017400.9.p	Glyma.04G017400	Nin-like
Glyma.04G022100.1.p	Glyma.04G022100	bZIP
Glyma.04G024800.1.p	Glyma.04G024800	E2F/DP
Glyma.04G024800.2.p	Glyma.04G024800	E2F/DP
Glyma.04G024800.3.p	Glyma.04G024800	E2F/DP
Glyma.04G024800.4.p	Glyma.04G024800	E2F/DP
Glyma.04G026200.1.p	Glyma.04G026200	bZIP
Glyma.04G026300.1.p	Glyma.04G026300	BBR-BPC
Glyma.04G026300.2.p	Glyma.04G026300	BBR-BPC
Glyma.04G027400.1.p	Glyma.04G027400	SRS
Glyma.04G029600.1.p	Glyma.04G029600	bZIP
Glyma.04G033800.1.p	Glyma.04G033800	BES1
Glyma.04G039300.1.p	Glyma.04G039300	bZIP
Glyma.04G039300.2.p	Glyma.04G039300	bZIP
Glyma.04G039300.3.p	Glyma.04G039300	bZIP
Glyma.04G039300.4.p	Glyma.04G039300	bZIP
Glyma.04G039500.1.p	Glyma.04G039500	bHLH
Glyma.04G039600.1.p	Glyma.04G039600	HSF
Glyma.04G039600.2.p	Glyma.04G039600	HSF
Glyma.04G044800.1.p	Glyma.04G044800	LBD
Glyma.04G045300.1.p	Glyma.04G045300	bHLH
Glyma.04G048000.1.p	Glyma.04G048000	bHLH
Glyma.04G048000.2.p	Glyma.04G048000	bHLH
Glyma.04G051300.1.p	Glyma.04G051300	GATA
Glyma.04G052000.1.p	Glyma.04G052000	HSF
Glyma.04G052000.2.p	Glyma.04G052000	HSF
Glyma.04G052000.3.p	Glyma.04G052000	HSF
Glyma.04G052000.4.p	Glyma.04G052000	HSF
Glyma.04G052000.5.p	Glyma.04G052000	HSF
Glyma.04G054200.1.p	Glyma.04G054200	WRKY
Glyma.04G054800.1.p	Glyma.04G054800	Nin-like
Glyma.04G061300.1.p	Glyma.04G061300	WRKY
Glyma.04G061400.1.p	Glyma.04G061400	WRKY
Glyma.04G076200.1.p	Glyma.04G076200	WRKY
Glyma.04G078300.1.p	Glyma.04G078300	bZIP
Glyma.04G078300.3.p	Glyma.04G078300	bZIP
Glyma.04G078300.5.p	Glyma.04G078300	bZIP
Glyma.04G078600.1.p	Glyma.04G078600	NAC
Glyma.04G078600.2.p	Glyma.04G078600	NAC
Glyma.04G078600.3.p	Glyma.04G078600	NAC
Glyma.04G078600.4.p	Glyma.04G078600	NAC
Glyma.04G078600.5.p	Glyma.04G078600	NAC
Glyma.04G081700.1.p	Glyma.04G081700	CPP
Glyma.04G084900.1.p	Glyma.04G084900	GATA
Glyma.04G090100.1.p	Glyma.04G090100	bHLH
Glyma.04G093300.1.p	Glyma.04G093300	ZF-HD
Glyma.04G094800.1.p	Glyma.04G094800	YABBY
Glyma.04G096200.1.p	Glyma.04G096200	GATA
Glyma.04G096300.1.p	Glyma.04G096300	GATA
Glyma.04G098400.1.p	Glyma.04G098400	bHLH
Glyma.04G106400.1.p	Glyma.04G106400	LBD
Glyma.04G106400.2.p	Glyma.04G106400	LBD
Glyma.04G111200.1.p	Glyma.04G111200	FAR1
Glyma.04G111200.2.p	Glyma.04G111200	FAR1
Glyma.04G111200.3.p	Glyma.04G111200	FAR1
Glyma.04G111200.4.p	Glyma.04G111200	FAR1
Glyma.04G111200.5.p	Glyma.04G111200	FAR1
Glyma.04G111200.6.p	Glyma.04G111200	FAR1
Glyma.04G111200.7.p	Glyma.04G111200	FAR1
Glyma.04G111200.8.p	Glyma.04G111200	FAR1
Glyma.04G111200.9.p	Glyma.04G111200	FAR1
Glyma.04G115500.1.p	Glyma.04G115500	WRKY
Glyma.04G115500.2.p	Glyma.04G115500	WRKY
Glyma.04G119500.1.p	Glyma.04G119500	NAC
Glyma.04G124200.1.p	Glyma.04G124200	bZIP
Glyma.04G124300.1.p	Glyma.04G124300	FAR1
Glyma.04G135400.1.p	Glyma.04G135400	Trihelix
Glyma.04G135400.2.p	Glyma.04G135400	Trihelix
Glyma.04G135400.3.p	Glyma.04G135400	Trihelix
Glyma.04G136700.1.p	Glyma.04G136700	SRS
Glyma.04G136700.2.p	Glyma.04G136700	SRS
Glyma.04G136700.3.p	Glyma.04G136700	SRS
Glyma.04G138900.1.p	Glyma.04G138900	GRAS
Glyma.04G144700.1.p	Glyma.04G144700	FAR1
Glyma.04G145000.1.p	Glyma.04G145000	NF-YB
Glyma.04G150500.1.p	Glyma.04G150500	GRAS
Glyma.04G150800.1.p	Glyma.04G150800	FAR1
Glyma.04G152400.1.p	Glyma.04G152400	TCP
Glyma.04G152400.2.p	Glyma.04G152400	TCP
Glyma.04G152400.3.p	Glyma.04G152400	TCP
Glyma.04G158300.1.p	Glyma.04G158300	bZIP
Glyma.04G158800.1.p	Glyma.04G158800	Dof
Glyma.04G159600.1.p	Glyma.04G159600	SBP
Glyma.04G159600.2.p	Glyma.04G159600	SBP
Glyma.04G161400.1.p	Glyma.04G161400	TCP
Glyma.04G161400.2.p	Glyma.04G161400	TCP
Glyma.04G167200.1.p	Glyma.04G167200	NAC
Glyma.04G168300.1.p	Glyma.04G168300	Dof
Glyma.04G169000.1.p	Glyma.04G169000	Nin-like
Glyma.04G169900.1.p	Glyma.04G169900	ZF-HD
Glyma.04G170600.1.p	Glyma.04G170600	TCP
Glyma.04G171600.1.p	Glyma.04G171600	bHLH
Glyma.04G171600.2.p	Glyma.04G171600	bHLH
Glyma.04G172500.1.p	Glyma.04G172500	bHLH
Glyma.04G173500.1.p	Glyma.04G173500	WRKY
Glyma.04G175800.1.p	Glyma.04G175800	NAC
Glyma.04G176900.1.p	Glyma.04G176900	bHLH
Glyma.04G176900.2.p	Glyma.04G176900	bHLH
Glyma.04G177400.1.p	Glyma.04G177400	FAR1
Glyma.04G178300.1.p	Glyma.04G178300	E2F/DP
Glyma.04G178300.2.p	Glyma.04G178300	E2F/DP
Glyma.04G178700.1.p	Glyma.04G178700	bHLH
Glyma.04G182600.1.p	Glyma.04G182600	bHLH
Glyma.04G183700.1.p	Glyma.04G183700	Dof
Glyma.04G186100.1.p	Glyma.04G186100	FAR1
Glyma.04G186100.2.p	Glyma.04G186100	FAR1
Glyma.04G186900.1.p	Glyma.04G186900	LBD
Glyma.04G186900.2.p	Glyma.04G186900	LBD
Glyma.04G186900.3.p	Glyma.04G186900	LBD
Glyma.04G194600.1.p	Glyma.04G194600	Trihelix
Glyma.04G196200.1.p	Glyma.04G196200	NF-YC
Glyma.04G196200.2.p	Glyma.04G196200	NF-YC
Glyma.04G197100.1.p	Glyma.04G197100	SBP
Glyma.04G199000.1.p	Glyma.04G199000	NAC
Glyma.04G199900.1.p	Glyma.04G199900	bHLH
Glyma.04G200500.1.p	Glyma.04G200500	bHLH
Glyma.04G202000.1.p	Glyma.04G202000	LFY
Glyma.04G208300.1.p	Glyma.04G208300	NAC
Glyma.04G211200.1.p	Glyma.04G211200	NF-YB
Glyma.04G212000.1.p	Glyma.04G212000	NAC
Glyma.04G213300.1.p	Glyma.04G213300	NAC
Glyma.04G214100.1.p	Glyma.04G214100	bHLH
Glyma.04G216100.1.p	Glyma.04G216100	Trihelix
Glyma.04G218400.1.p	Glyma.04G218400	WRKY
Glyma.04G218400.2.p	Glyma.04G218400	WRKY
Glyma.04G218400.3.p	Glyma.04G218400	WRKY
Glyma.04G218400.4.p	Glyma.04G218400	WRKY
Glyma.04G218400.5.p	Glyma.04G218400	WRKY
Glyma.04G218700.1.p	Glyma.04G218700	WRKY
Glyma.04G220500.1.p	Glyma.04G220500	LBD
Glyma.04G220500.2.p	Glyma.04G220500	LBD
Glyma.04G222200.1.p	Glyma.04G222200	bZIP
Glyma.04G223200.1.p	Glyma.04G223200	WRKY
Glyma.04G223300.1.p	Glyma.04G223300	WRKY
Glyma.04G226700.1.p	Glyma.04G226700	NAC
Glyma.04G226700.2.p	Glyma.04G226700	NAC
Glyma.04G226700.3.p	Glyma.04G226700	NAC
Glyma.04G226700.4.p	Glyma.04G226700	NAC
Glyma.04G233300.1.p	Glyma.04G233300	Dof
Glyma.04G233300.2.p	Glyma.04G233300	Dof
Glyma.04G233300.3.p	Glyma.04G233300	Dof
Glyma.04G233300.4.p	Glyma.04G233300	Dof
Glyma.04G234600.1.p	Glyma.04G234600	Nin-like
Glyma.04G234600.2.p	Glyma.04G234600	Nin-like
Glyma.04G238300.1.p	Glyma.04G238300	WRKY
Glyma.04G238400.1.p	Glyma.04G238400	bHLH
Glyma.04G239500.1.p	Glyma.04G239500	Dof
Glyma.04G242100.1.p	Glyma.04G242100	GRAS
Glyma.04G242100.2.p	Glyma.04G242100	GRAS
Glyma.04G249000.1.p	Glyma.04G249000	NAC
Glyma.04G251900.1.p	Glyma.04G251900	GRAS
Glyma.04G254800.1.p	Glyma.04G254800	bZIP
Glyma.04G254800.2.p	Glyma.04G254800	bZIP
Glyma.04G254800.3.p	Glyma.04G254800	bZIP
Glyma.04G254800.4.p	Glyma.04G254800	bZIP
Glyma.04G254800.5.p	Glyma.04G254800	bZIP
Glyma.04G254800.6.p	Glyma.04G254800	bZIP
Glyma.04G254800.7.p	Glyma.04G254800	bZIP
Glyma.05G002700.1.p	Glyma.05G002700	NAC
Glyma.05G004400.1.p	Glyma.05G004400	LBD
Glyma.05G004400.2.p	Glyma.05G004400	LBD
Glyma.05G004400.3.p	Glyma.05G004400	LBD
Glyma.05G013300.1.p	Glyma.05G013300	TCP
Glyma.05G013300.2.p	Glyma.05G013300	TCP
Glyma.05G013300.3.p	Glyma.05G013300	TCP
Glyma.05G015100.1.p	Glyma.05G015100	NF-YB
Glyma.05G015100.2.p	Glyma.05G015100	NF-YB
Glyma.05G017400.1.p	Glyma.05G017400	bZIP
Glyma.05G017800.1.p	Glyma.05G017800	bHLH
Glyma.05G017800.2.p	Glyma.05G017800	bHLH
Glyma.05G018100.1.p	Glyma.05G018100	Dof
Glyma.05G019000.1.p	Glyma.05G019000	SBP
Glyma.05G019000.2.p	Glyma.05G019000	SBP
Glyma.05G019900.1.p	Glyma.05G019900	TCP
Glyma.05G025500.1.p	Glyma.05G025500	NAC
Glyma.05G025500.2.p	Glyma.05G025500	NAC
Glyma.05G025900.1.p	Glyma.05G025900	Dof
Glyma.05G026500.1.p	Glyma.05G026500	Nin-like
Glyma.05G026900.1.p	Glyma.05G026900	ZF-HD
Glyma.05G027400.1.p	Glyma.05G027400	TCP
Glyma.05G029000.1.p	Glyma.05G029000	WRKY
Glyma.05G029000.2.p	Glyma.05G029000	WRKY
Glyma.05G031800.1.p	Glyma.05G031800	bHLH
Glyma.05G033400.1.p	Glyma.05G033400	E2F/DP
Glyma.05G033400.2.p	Glyma.05G033400	E2F/DP
Glyma.05G036800.1.p	Glyma.05G036800	bHLH
Glyma.05G037800.1.p	Glyma.05G037800	Dof
Glyma.05G040500.1.p	Glyma.05G040500	LBD
Glyma.05G040500.2.p	Glyma.05G040500	LBD
Glyma.05G040500.3.p	Glyma.05G040500	LBD
Glyma.05G045300.1.p	Glyma.05G045300	GRAS
Glyma.05G049300.1.p	Glyma.05G049300	GRAS
Glyma.05G049300.2.p	Glyma.05G049300	GRAS
Glyma.05G050400.1.p	Glyma.05G050400	TCP
Glyma.05G055900.1.p	Glyma.05G055900	NAC
Glyma.05G055900.2.p	Glyma.05G055900	NAC
Glyma.05G056000.1.p	Glyma.05G056000	YABBY
Glyma.05G056000.2.p	Glyma.05G056000	YABBY
Glyma.05G064800.1.p	Glyma.05G064800	GATA
Glyma.05G072100.1.p	Glyma.05G072100	FAR1
Glyma.05G079800.1.p	Glyma.05G079800	bZIP
Glyma.05G081400.1.p	Glyma.05G081400	LBD
Glyma.05G085900.1.p	Glyma.05G085900	NF-YB
Glyma.05G086000.1.p	Glyma.05G086000	NAC
Glyma.05G088300.1.p	Glyma.05G088300	GeBP
Glyma.05G088300.2.p	Glyma.05G088300	GeBP
Glyma.05G094900.1.p	Glyma.05G094900	bHLH
Glyma.05G095900.1.p	Glyma.05G095900	HSF
Glyma.05G096500.1.p	Glyma.05G096500	WRKY
Glyma.05G103300.1.p	Glyma.05G103300	LBD
Glyma.05G103400.1.p	Glyma.05G103400	GRAS
Glyma.05G103400.2.p	Glyma.05G103400	GRAS
Glyma.05G105600.1.p	Glyma.05G105600	GRAS
Glyma.05G108200.1.p	Glyma.05G108200	bZIP
Glyma.05G108700.1.p	Glyma.05G108700	NAC
Glyma.05G110600.1.p	Glyma.05G110600	bHLH
Glyma.05G110700.1.p	Glyma.05G110700	bHLH
Glyma.05G110900.1.p	Glyma.05G110900	bHLH
Glyma.05G110900.2.p	Glyma.05G110900	bHLH
Glyma.05G113000.1.p	Glyma.05G113000	NAC
Glyma.05G117000.1.p	Glyma.05G117000	CAMTA
Glyma.05G120500.1.p	Glyma.05G120500	NAC
Glyma.05G122400.1.p	Glyma.05G122400	bZIP
Glyma.05G122400.2.p	Glyma.05G122400	bZIP
Glyma.05G122400.3.p	Glyma.05G122400	bZIP
Glyma.05G122400.4.p	Glyma.05G122400	bZIP
Glyma.05G123000.1.p	Glyma.05G123000	WRKY
Glyma.05G123000.2.p	Glyma.05G123000	WRKY
Glyma.05G123600.1.p	Glyma.05G123600	WRKY
Glyma.05G127600.1.p	Glyma.05G127600	WRKY
Glyma.05G134400.1.p	Glyma.05G134400	bHLH
Glyma.05G137100.1.p	Glyma.05G137100	BBR-BPC
Glyma.05G140400.1.p	Glyma.05G140400	GRAS
Glyma.05G142000.1.p	Glyma.05G142000	TCP
Glyma.05G142000.2.p	Glyma.05G142000	TCP
Glyma.05G142000.3.p	Glyma.05G142000	TCP
Glyma.05G142000.4.p	Glyma.05G142000	TCP
Glyma.05G142000.5.p	Glyma.05G142000	TCP
Glyma.05G142000.6.p	Glyma.05G142000	TCP
Glyma.05G148300.1.p	Glyma.05G148300	CAMTA
Glyma.05G148300.2.p	Glyma.05G148300	CAMTA
Glyma.05G148300.3.p	Glyma.05G148300	CAMTA
Glyma.05G151800.1.p	Glyma.05G151800	HSF
Glyma.05G157000.1.p	Glyma.05G157000	bZIP
Glyma.05G158200.1.p	Glyma.05G158200	Dof
Glyma.05G160800.1.p	Glyma.05G160800	WRKY
Glyma.05G162300.1.p	Glyma.05G162300	HSF
Glyma.05G162300.2.p	Glyma.05G162300	HSF
Glyma.05G162300.3.p	Glyma.05G162300	HSF
Glyma.05G162300.4.p	Glyma.05G162300	HSF
Glyma.05G165800.1.p	Glyma.05G165800	WRKY
Glyma.05G165800.2.p	Glyma.05G165800	WRKY
Glyma.05G165800.3.p	Glyma.05G165800	WRKY
Glyma.05G165800.4.p	Glyma.05G165800	WRKY
Glyma.05G166100.1.p	Glyma.05G166100	NF-YA
Glyma.05G166100.2.p	Glyma.05G166100	NF-YA
Glyma.05G168100.1.p	Glyma.05G168100	bZIP
Glyma.05G168100.2.p	Glyma.05G168100	bZIP
Glyma.05G168100.3.p	Glyma.05G168100	bZIP
Glyma.05G170000.1.p	Glyma.05G170000	GATA
Glyma.05G170100.1.p	Glyma.05G170100	GATA
Glyma.05G178200.1.p	Glyma.05G178200	CAMTA
Glyma.05G178200.2.p	Glyma.05G178200	CAMTA
Glyma.05G178200.3.p	Glyma.05G178200	CAMTA
Glyma.05G180300.1.p	Glyma.05G180300	EIL
Glyma.05G182500.10.p	Glyma.05G182500	bZIP
Glyma.05G182500.11.p	Glyma.05G182500	bZIP
Glyma.05G182500.12.p	Glyma.05G182500	bZIP
Glyma.05G182500.1.p	Glyma.05G182500	bZIP
Glyma.05G182500.2.p	Glyma.05G182500	bZIP
Glyma.05G182500.3.p	Glyma.05G182500	bZIP
Glyma.05G182500.4.p	Glyma.05G182500	bZIP
Glyma.05G182500.5.p	Glyma.05G182500	bZIP
Glyma.05G182500.6.p	Glyma.05G182500	bZIP
Glyma.05G182500.7.p	Glyma.05G182500	bZIP
Glyma.05G182500.8.p	Glyma.05G182500	bZIP
Glyma.05G182500.9.p	Glyma.05G182500	bZIP
Glyma.05G183200.1.p	Glyma.05G183200	NF-YB
Glyma.05G184500.1.p	Glyma.05G184500	WRKY
Glyma.05G185400.1.p	Glyma.05G185400	WRKY
Glyma.05G189700.1.p	Glyma.05G189700	LBD
Glyma.05G190600.1.p	Glyma.05G190600	bHLH
Glyma.05G191300.1.p	Glyma.05G191300	NAC
Glyma.05G192500.1.p	Glyma.05G192500	NAC
Glyma.05G193300.1.p	Glyma.05G193300	NF-YB
Glyma.05G195000.1.p	Glyma.05G195000	NAC
Glyma.05G200400.1.p	Glyma.05G200400	Trihelix
Glyma.05G200900.1.p	Glyma.05G200900	bHLH
Glyma.05G201700.1.p	Glyma.05G201700	bHLH
Glyma.05G201700.2.p	Glyma.05G201700	bHLH
Glyma.05G201900.1.p	Glyma.05G201900	BBR-BPC
Glyma.05G201900.2.p	Glyma.05G201900	BBR-BPC
Glyma.05G201900.3.p	Glyma.05G201900	BBR-BPC
Glyma.05G201900.4.p	Glyma.05G201900	BBR-BPC
Glyma.05G201900.5.p	Glyma.05G201900	BBR-BPC
Glyma.05G201900.6.p	Glyma.05G201900	BBR-BPC
Glyma.05G202300.1.p	Glyma.05G202300	NAC
Glyma.05G203900.1.p	Glyma.05G203900	WRKY
Glyma.05G204100.1.p	Glyma.05G204100	SBP
Glyma.05G204100.2.p	Glyma.05G204100	SBP
Glyma.05G204100.3.p	Glyma.05G204100	SBP
Glyma.05G204100.4.p	Glyma.05G204100	SBP
Glyma.05G204100.5.p	Glyma.05G204100	SBP
Glyma.05G204100.6.p	Glyma.05G204100	SBP
Glyma.05G204100.7.p	Glyma.05G204100	SBP
Glyma.05G208300.1.p	Glyma.05G208300	bHLH
Glyma.05G208300.2.p	Glyma.05G208300	bHLH
Glyma.05G208300.3.p	Glyma.05G208300	bHLH
Glyma.05G211900.1.p	Glyma.05G211900	WRKY
Glyma.05G215900.1.p	Glyma.05G215900	WRKY
Glyma.05G225100.1.p	Glyma.05G225100	NAC
Glyma.05G225100.2.p	Glyma.05G225100	NAC
Glyma.05G225100.3.p	Glyma.05G225100	NAC
Glyma.05G225100.4.p	Glyma.05G225100	NAC
Glyma.05G225100.5.p	Glyma.05G225100	NAC
Glyma.05G225100.6.p	Glyma.05G225100	NAC
Glyma.05G229500.1.p	Glyma.05G229500	bHLH
Glyma.05G229500.3.p	Glyma.05G229500	bHLH
Glyma.05G229500.4.p	Glyma.05G229500	bHLH
Glyma.05G229900.1.p	Glyma.05G229900	CPP
Glyma.05G234200.1.p	Glyma.05G234200	NAC
Glyma.05G234500.1.p	Glyma.05G234500	bHLH
Glyma.05G240500.1.p	Glyma.05G240500	HSF
Glyma.05G240500.2.p	Glyma.05G240500	HSF
Glyma.05G248200.1.p	Glyma.05G248200	ZF-HD
Glyma.06G000400.1.p	Glyma.06G000400	Nin-like
Glyma.06G002400.1.p	Glyma.06G002400	FAR1
Glyma.06G002400.2.p	Glyma.06G002400	FAR1
Glyma.06G002400.3.p	Glyma.06G002400	FAR1
Glyma.06G002400.4.p	Glyma.06G002400	FAR1
Glyma.06G002400.5.p	Glyma.06G002400	FAR1
Glyma.06G008800.1.p	Glyma.06G008800	GATA
Glyma.06G009200.1.p	Glyma.06G009200	SRS
Glyma.06G010200.1.p	Glyma.06G010200	bZIP
Glyma.06G012200.1.p	Glyma.06G012200	bHLH
Glyma.06G012200.2.p	Glyma.06G012200	bHLH
Glyma.06G014900.1.p	Glyma.06G014900	NAC
Glyma.06G017800.1.p	Glyma.06G017800	Nin-like
Glyma.06G017800.2.p	Glyma.06G017800	Nin-like
Glyma.06G017800.3.p	Glyma.06G017800	Nin-like
Glyma.06G017800.4.p	Glyma.06G017800	Nin-like
Glyma.06G022300.1.p	Glyma.06G022300	bZIP
Glyma.06G024900.1.p	Glyma.06G024900	E2F/DP
Glyma.06G024900.2.p	Glyma.06G024900	E2F/DP
Glyma.06G024900.3.p	Glyma.06G024900	E2F/DP
Glyma.06G026100.1.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.2.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.3.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.4.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.5.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.6.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.7.p	Glyma.06G026100	BBR-BPC
Glyma.06G026100.8.p	Glyma.06G026100	BBR-BPC
Glyma.06G027500.1.p	Glyma.06G027500	SRS
Glyma.06G027500.2.p	Glyma.06G027500	SRS
Glyma.06G027500.3.p	Glyma.06G027500	SRS
Glyma.06G029600.1.p	Glyma.06G029600	bZIP
Glyma.06G034000.1.p	Glyma.06G034000	BES1
Glyma.06G038200.1.p	Glyma.06G038200	NF-YC
Glyma.06G040400.1.p	Glyma.06G040400	bZIP
Glyma.06G040800.1.p	Glyma.06G040800	bHLH
Glyma.06G040900.1.p	Glyma.06G040900	HSF
Glyma.06G045800.1.p	Glyma.06G045800	bHLH
Glyma.06G048500.1.p	Glyma.06G048500	bZIP
Glyma.06G049300.1.p	Glyma.06G049300	bHLH
Glyma.06G054500.1.p	Glyma.06G054500	WRKY
Glyma.06G054900.1.p	Glyma.06G054900	Nin-like
Glyma.06G061900.1.p	Glyma.06G061900	WRKY
Glyma.06G077400.1.p	Glyma.06G077400	WRKY
Glyma.06G079800.1.p	Glyma.06G079800	bZIP
Glyma.06G079800.2.p	Glyma.06G079800	bZIP
Glyma.06G080200.1.p	Glyma.06G080200	NAC
Glyma.06G080200.2.p	Glyma.06G080200	NAC
Glyma.06G083400.1.p	Glyma.06G083400	CPP
Glyma.06G083400.2.p	Glyma.06G083400	CPP
Glyma.06G083400.3.p	Glyma.06G083400	CPP
Glyma.06G086400.1.p	Glyma.06G086400	GATA
Glyma.06G092000.1.p	Glyma.06G092000	bHLH
Glyma.06G095200.1.p	Glyma.06G095200	ZF-HD
Glyma.06G096500.1.p	Glyma.06G096500	YABBY
Glyma.06G096500.2.p	Glyma.06G096500	YABBY
Glyma.06G096500.3.p	Glyma.06G096500	YABBY
Glyma.06G097900.1.p	Glyma.06G097900	GATA
Glyma.06G098000.1.p	Glyma.06G098000	GATA
Glyma.06G100000.1.p	Glyma.06G100000	bHLH
Glyma.06G106500.1.p	Glyma.06G106500	LBD
Glyma.06G107300.1.p	Glyma.06G107300	bZIP
Glyma.06G107300.2.p	Glyma.06G107300	bZIP
Glyma.06G107300.3.p	Glyma.06G107300	bZIP
Glyma.06G107300.4.p	Glyma.06G107300	bZIP
Glyma.06G110800.1.p	Glyma.06G110800	GRAS
Glyma.06G114000.1.p	Glyma.06G114000	NAC
Glyma.06G121300.1.p	Glyma.06G121300	GRAS
Glyma.06G121300.2.p	Glyma.06G121300	GRAS
Glyma.06G124300.1.p	Glyma.06G124300	Dof
Glyma.06G125500.1.p	Glyma.06G125500	bHLH
Glyma.06G125500.2.p	Glyma.06G125500	bHLH
Glyma.06G125600.1.p	Glyma.06G125600	WRKY
Glyma.06G129900.1.p	Glyma.06G129900	Nin-like
Glyma.06G130000.1.p	Glyma.06G130000	Nin-like
Glyma.06G131500.1.p	Glyma.06G131500	Dof
Glyma.06G131500.2.p	Glyma.06G131500	Dof
Glyma.06G138100.1.p	Glyma.06G138100	NAC
Glyma.06G142000.1.p	Glyma.06G142000	WRKY
Glyma.06G142100.1.p	Glyma.06G142100	WRKY
Glyma.06G142100.2.p	Glyma.06G142100	WRKY
Glyma.06G145400.1.p	Glyma.06G145400	LBD
Glyma.06G147100.1.p	Glyma.06G147100	WRKY
Glyma.06G147500.1.p	Glyma.06G147500	WRKY
Glyma.06G147500.2.p	Glyma.06G147500	WRKY
Glyma.06G147500.3.p	Glyma.06G147500	WRKY
Glyma.06G149900.1.p	Glyma.06G149900	Trihelix
Glyma.06G149900.2.p	Glyma.06G149900	Trihelix
Glyma.06G152300.1.p	Glyma.06G152300	bHLH
Glyma.06G152300.2.p	Glyma.06G152300	bHLH
Glyma.06G152900.1.p	Glyma.06G152900	NAC
Glyma.06G154400.1.p	Glyma.06G154400	NAC
Glyma.06G154400.2.p	Glyma.06G154400	NAC
Glyma.06G157400.1.p	Glyma.06G157400	NAC
Glyma.06G157400.2.p	Glyma.06G157400	NAC
Glyma.06G163600.1.p	Glyma.06G163600	LFY
Glyma.06G165000.1.p	Glyma.06G165000	bHLH
Glyma.06G165700.1.p	Glyma.06G165700	bHLH
Glyma.06G165700.2.p	Glyma.06G165700	bHLH
Glyma.06G166500.1.p	Glyma.06G166500	NAC
Glyma.06G168400.1.p	Glyma.06G168400	WRKY
Glyma.06G168600.1.p	Glyma.06G168600	SBP
Glyma.06G168600.2.p	Glyma.06G168600	SBP
Glyma.06G168600.3.p	Glyma.06G168600	SBP
Glyma.06G168600.4.p	Glyma.06G168600	SBP
Glyma.06G169600.1.p	Glyma.06G169600	NF-YC
Glyma.06G171400.1.p	Glyma.06G171400	Trihelix
Glyma.06G171400.2.p	Glyma.06G171400	Trihelix
Glyma.06G171400.3.p	Glyma.06G171400	Trihelix
Glyma.06G171400.4.p	Glyma.06G171400	Trihelix
Glyma.06G178900.1.p	Glyma.06G178900	LBD
Glyma.06G178900.2.p	Glyma.06G178900	LBD
Glyma.06G178900.3.p	Glyma.06G178900	LBD
Glyma.06G182200.1.p	Glyma.06G182200	Dof
Glyma.06G182200.2.p	Glyma.06G182200	Dof
Glyma.06G186800.1.p	Glyma.06G186800	E2F/DP
Glyma.06G188100.1.p	Glyma.06G188100	bHLH
Glyma.06G188100.2.p	Glyma.06G188100	bHLH
Glyma.06G190800.1.p	Glyma.06G190800	WRKY
Glyma.06G191800.1.p	Glyma.06G191800	bHLH
Glyma.06G192300.1.p	Glyma.06G192300	bHLH
Glyma.06G193000.1.p	Glyma.06G193000	TCP
Glyma.06G193700.1.p	Glyma.06G193700	ZF-HD
Glyma.06G194300.1.p	Glyma.06G194300	Nin-like
Glyma.06G194800.1.p	Glyma.06G194800	Dof
Glyma.06G195500.1.p	Glyma.06G195500	NAC
Glyma.06G198300.1.p	Glyma.06G198300	Nin-like
Glyma.06G199600.1.p	Glyma.06G199600	bHLH
Glyma.06G199600.2.p	Glyma.06G199600	bHLH
Glyma.06G204300.1.p	Glyma.06G204300	TCP
Glyma.06G205700.1.p	Glyma.06G205700	SBP
Glyma.06G206300.1.p	Glyma.06G206300	bHLH
Glyma.06G206400.1.p	Glyma.06G206400	Dof
Glyma.06G209000.1.p	Glyma.06G209000	NF-YB
Glyma.06G209000.2.p	Glyma.06G209000	NF-YB
Glyma.06G209000.3.p	Glyma.06G209000	NF-YB
